feature_1,feature_2,feature_3,feature_4,example_id,part,all
3.311666667,5.268333333,6.743,31,13908,1,1
23.76444444,8.303055556,9.436,34,15228,1,1
0.813055556,10.24361111,13.283,40,12445,1,1
1.232222222,5.643888889,7.592,39,12282,1,1
1.684722222,5.871944444,11.333,34,10320,1,1
0.864444444,0.842777778,1.939,42,14795,1,1
1.99,6.99,0.847,37,10010,1,1
1.541111111,2.238611111,0.847,42,12307,1,1
9.275277778,0.794722222,5.219,40,12948,1,1
1.232777778,8.716666667,4.374,40,11696,1,1
1.239444444,5.349444444,2.232,43,11190,1,1
1.026111111,9.213611111,14.032,39,15291,1,1
6.821944444,1.460833333,9.271,44,13052,1,1
23.35805556,3.790833333,4.412,34,10766,1,1
23.44666667,4.422222222,0.892,36,11270,1,1
6.073888889,7.002222222,8.579,38,14043,1,1
4.880277778,3.806111111,11.664,38,12633,1,1
2.260555556,7.954722222,13.437,36,11311,1,1
0.139722222,6.675,3.131,37,14834,1,1
1.269166667,10.04555556,4.021,11,14612,0,0
4.863611111,5.746111111,7.337,36,11473,1,1
10.88916667,2.788055556,15.708,42,13684,1,1
11.84944444,1.613611111,0.857,42,13384,1,1
0.718611111,3.171111111,5.877,36,12146,1,1
0.968055556,12.02361111,2.857,30,10301,1,1
2,9.266111111,11.562,48,13913,1,1
4.454722222,5.993333333,12.154,37,12906,1,1
0.835277778,6.226388889,5.604,33,15107,1,1
5.214722222,3.211944444,2.285,33,12006,1,1
23.87805556,8.260277778,9.259,40,10419,1,1
0.896944444,8.298333333,7.881,24,15152,1,1
22.69444444,2.110555556,13.855,34,10337,1,1
0.823333333,1.213333333,4.167,36,11610,1,1
1.242222222,3.978888889,1.836,34,12460,1,1
1.488611111,6.605833333,10.711,35,11107,1,1
0.528333333,9.038611111,23.148,44,11249,1,1
3.337222222,7.133888889,39.868,36,10835,1,1
6.419166667,1.565277778,1.562,40,10225,1,1
23.57805556,9.435833333,12.686,35,10028,1,1
2.175,3.6825,23.711,38,14252,1,1
7.151666667,1.474444444,4.892,36,11016,1,1
5.851388889,2.108888889,7.757,30,14321,1,1
1.850277778,5.359166667,15.315,33,11176,1,1
11.48055556,0.360277778,2.382,8,11926,0,0
0.073888889,9.183888889,0.888,37,10016,1,1
23.65472222,9.246388889,6.598,31,13500,1,1
5.018055556,7.673333333,2.155,31,11338,1,1
12.49194444,1.233611111,8.418,41,14270,1,1
22.92194444,10.21833333,0.961,35,14652,1,1
1.396111111,7.433611111,3.776,37,14020,1,1
0.684166667,7.747777778,6.695,40,10829,1,1
2.625,5.040555556,0.98421147,34,13885,1,1
8.018888889,1.348611111,4.406,43,12852,1,1
0.391666667,7.787222222,0.828,32,12841,1,1
1.129444444,9.950277778,40.817,34,12204,1,1
1.028888889,6.109444444,14.081,52,14686,1,1
1.131388889,8.233888889,3.314,44,13685,1,1
8.562222222,4.9225,9.75,30,12765,1,1
3.676111111,4.532777778,3.27,24,12497,1,1
1.138611111,7.938611111,16.266,42,14194,1,1
9.205277778,12.02777778,16.097,36,11857,1,1
1.305,7.483333333,9.255,37,11538,1,1
0.363055556,7.800555556,0.843,33,14340,1,1
5.811388889,1.187777778,3.768,32,14657,1,1
0.181666667,6.843611111,44.843,37,13223,1,1
23.15555556,7.555,0.847,41,14972,1,1
20.95555556,1.420833333,4.578,30,14314,1,1
0.504166667,7.884166667,0.984,41,13888,1,1
0.214722222,8.627777778,3.827,41,12909,1,1
1.213611111,7.4625,39.149,33,10765,1,1
2.485555556,0.855555556,5.578,25,13716,0,0
1.154722222,7.23,3.645,34,13947,1,1
0.76,0.303055556,0.528,37,14627,1,1
1.083611111,1.473333333,9.219,41,13068,1,1
2.930277778,5.172222222,17.816,41,15138,1,1
7.943333333,2.390277778,0.827,36,13175,1,1
1.056944444,8.285555556,9.705,37,12208,1,1
23.9375,8.770277778,1.95,36,12039,1,1
23.54333333,3.733888889,4.765,35,11611,1,1
6.171388889,4.141944444,12.602,23,11558,0,0
8.298611111,9.148055556,35.645,33,10022,1,1
3.709444444,5.034444444,9.342,38,14516,1,1
21.43166667,5.411944444,17.386,34,15096,1,1
0.558611111,7.039722222,4.59,52,13863,1,1
0.307222222,2.781666667,12.385,38,13131,1,1
2.762222222,6.706944444,24.123,34,12739,1,1
1.6775,0.964444444,1.598,30,10087,1,1
2.017777778,4.499444444,6.914,37,14232,1,1
10.83083333,0.774722222,4.714,39,10897,1,1
1.191944444,8.616944444,36.01,35,15202,1,1
23.41638889,8.578611111,3.886,52,13380,1,1
2.839166667,0.876944444,0.808,39,13855,1,1
0.343333333,0.638055556,0.895,36,12392,1,1
0.2425,7.077222222,0.9,40,14287,1,1
0.448888889,9.090833333,0.98,35,11550,1,1
0.116388889,8.345555556,14.088,34,11606,1,1
8.215277778,3.605833333,13.258,39,11679,1,1
7.678333333,2.528611111,5.89,39,11364,1,1
5.0325,4.088333333,12.693,36,13919,1,1
1.950555556,3.406666667,6.2,39,11826,1,1
1.558333333,4.141666667,1.01,42,11767,1,1
0.250833333,3.813611111,26.312,41,12587,1,1
1.685555556,0.635833333,0.864,42,12288,1,1
0.498333333,8.883888889,4.904,35,11814,1,1
3.163055556,6.712222222,9.252,49,14506,1,1
7.2475,4.823055556,15.921,41,14557,1,1
8.844722222,13.89888889,51.824,40,10354,1,1
10.31333333,1.062777778,2.28,36,10111,1,1
4.128611111,2.773888889,0.73,36,14663,1,1
5.093888889,2.199166667,0.878,31,12379,1,1
8.324722222,2.349166667,0.885,36,13193,1,1
4.215833333,4.717777778,7.197,39,11717,1,1
23.54888889,7.862777778,8.451,41,10375,1,1
23.99611111,7.183888889,3.065,36,14904,1,1
0.245,8.436388889,5.182,34,10011,1,1
4.479444444,3.873888889,3.82,36,12992,1,1
1.405555556,8.422222222,3.936,38,14199,1,1
1.890277778,8.445833333,4.628,38,15169,1,1
0.883888889,10.64861111,12.69,45,13228,1,1
6.591388889,1.131944444,7.262,34,13318,1,1
5.396388889,0.506944444,0.824,38,12312,1,1
9.86,1.828055556,12.426,36,13581,1,1
2.096666667,6.743611111,9.823,35,10121,1,1
23.15138889,7.086944444,5.534,39,10290,1,1
1.786388889,5.518055556,25.837,40,10309,1,1
0.3175,9.361388889,56.779,32,10709,1,1
1.408888889,5.865277778,2.284,38,14571,1,1
1.999444444,7.985555556,11.921,35,11841,1,1
1.483055556,0.913055556,3.085,37,13980,1,1
0.0675,9.165555556,31.429,36,11500,1,1
4.683333333,2.201944444,0.865,45,10074,1,1
23.64166667,8.220555556,8.393,41,15135,1,1
5.2175,3.520277778,22.017,13,12859,0,0
4.330833333,5.243333333,2.431,39,14030,1,1
0.150555556,9.391111111,3.871,35,11398,1,1
0.699444444,1.78,10.267,39,13177,1,1
12.24583333,0.742222222,0.761,52,12159,1,1
1.501388889,6.986944444,21.793,33,14610,1,1
4.115833333,1.550555556,1.264399642,41,10045,1,1
1.588611111,9.401111111,16.691,36,14821,1,1
0.098611111,8.338055556,4.077,38,10528,1,1
6.060555556,6.106388889,1.451817503,35,10614,1,1
2.246666667,8.098333333,2.011,49,10220,1,1
0.295,5.855,11.558,41,11371,1,1
5.150555556,2.147777778,0.542,36,10658,1,1
0.696388889,7.393055556,3.222,25,11463,1,0
1.8275,8.6925,0.895,33,11374,1,1
0.160833333,9.437777778,36.745,40,14914,1,1
5.013888889,3.11,5.07,36,14920,1,1
1.133888889,11.05722222,30.482,40,14379,1,1
1.817222222,3.0525,3.776,38,10610,1,1
1.353333333,1.979722222,1.305,44,10323,1,1
23.90027778,8.087222222,4.402,31,13347,1,1
1.7825,7.943888889,4.55,37,10002,1,1
0.856388889,4.767222222,11.64,35,12124,1,1
3.783333333,5.4875,11.948,42,14847,1,1
0.777222222,9.15,9.192,39,12771,1,1
0.845277778,7.388055556,5.814,31,10458,1,1
11.43833333,1.280833333,8.742,52,14510,1,1
1.628611111,7.19,13.532,40,12419,1,1
19.62444444,2.606388889,7.314,49,11467,1,1
23.68277778,1.7525,5.931,32,14122,1,1
0.912777778,9.365555556,10.474,37,10674,1,1
1.791388889,5.748055556,0.885,34,14259,1,1
4.452777778,1.428611111,6.87,9,12136,0,0
6.901111111,1.588611111,5.418,40,11960,1,1
0.648611111,6.384166667,13.259,42,14296,1,1
23.58277778,5.054722222,10.582,34,11690,1,1
9.915555556,0.731388889,7.06,31,14398,1,1
0.181388889,3.174444444,4.784,36,15305,1,1
5.779166667,0.21,1.275,39,15196,1,1
0.815555556,9.630555556,16.297,36,11640,1,1
8.358888889,1.301388889,1.381,45,13076,1,1
23.56527778,9.271388889,18.321,41,11274,1,1
0.766111111,7.295555556,6.272,37,12847,1,1
1.181388889,9.945555556,13.617,35,11931,1,1
21.655,1.2275,48.924,31,13241,1,1
0.564166667,8.715277778,11.561,37,12413,1,1
4.290277778,6.566944444,1.429,40,13036,1,1
10.89222222,1.748333333,5.38,41,12953,1,1
0.011111111,1.993055556,8.704,32,13502,1,1
2.975277778,2.839722222,8.712,41,11792,1,1
23.83277778,8.508611111,0.827,35,12183,1,1
0.638611111,8.500833333,7.569,41,11963,1,1
2.0725,10.145,2.618,38,12891,1,1
2.665277778,4.398055556,0.852,37,14106,1,1
0.145555556,6.689444444,3.861,34,10119,1,1
1.853055556,6.952222222,21.512,30,15200,1,1
10.13444444,1.161388889,2.381,39,12832,1,1
0.361111111,5.189444444,7.868,39,10725,1,1
3.501666667,5.75,7.856,35,12316,1,1
0.410277778,8.816388889,16.711,44,11255,1,1
12.95972222,0.362222222,0.644,37,14678,1,1
4.608055556,1.083611111,1.223,35,12385,1,1
8.445833333,1.85,5.85,40,12827,1,1
1.215833333,5.205833333,8.313,11,10819,0,0
0.521666667,9.621666667,0.723,37,11396,1,1
5.588888889,4.5075,29.136,36,13963,1,1
3.820833333,3.306111111,1.594,30,14279,1,1
23.665,0.630555556,3.871,38,11277,1,1
23.48305556,3.200833333,5.716,31,14317,1,1
4.893055556,4.06,0.599,25,13561,0,0
23.34222222,7.229722222,5.094,20,12553,0,0
2.381944444,6.078611111,6.606,42,10341,1,1
23.815,9.534166667,11.985,30,11397,1,1
23.88055556,9.137222222,21.124,43,13553,1,1
6.393888889,2.741944444,11.792,40,11106,1,1
23.97,10.58388889,4.728,40,13793,1,1
0.873888889,9.59,18.139,38,13676,1,1
5.3675,3.8225,17.292,30,10666,1,1
23.315,5.456944444,0.874,38,13062,1,1
3.798611111,7.251111111,2.09,37,14235,1,1
4.441666667,5.784166667,0.941,39,10575,1,1
23.53888889,10.92666667,49.469,36,13363,1,1
6.94,1.838055556,5.752,46,10405,1,1
5.141666667,3.6375,5.504,42,13327,1,1
3.858055556,3.098888889,3.298,36,13737,1,1
5.518055556,2.046666667,2.262,41,11412,1,1
23.91611111,8.204444444,6.095,52,11049,1,1
1.176666667,8.323055556,4.316,32,13460,1,1
4.036944444,0.3,1.652,38,13368,1,1
6.278888889,1.290555556,0.882,38,12789,1,1
3.668611111,4.741111111,17.645,32,14918,1,1
2.780277778,1.578611111,0.811,37,11901,1,1
12.90666667,8.4125,15.999,40,11698,1,1
4.970555556,2.794444444,6.212,23,14393,0,0
4.433055556,5.060277778,1.791,34,13880,1,1
1.225555556,23.92027778,13.41,35,13594,1,1
3.185,4.881666667,25.164,34,12853,1,1
23.86611111,6.133333333,6.22,36,13480,1,1
23.50083333,8.83,13.234,31,10497,1,1
0.438888889,7.360833333,17.959,52,10239,1,1
0.121388889,8.194444444,3.719,39,14859,1,1
4.526388889,4.197777778,11.302,39,10352,1,1
5.225277778,0.620555556,4.014,35,11064,1,1
22.68138889,1.791944444,10.337,32,14592,1,1
0.521111111,8.306111111,14.309,36,10966,1,1
1.065555556,4.865833333,13.718,42,13247,1,1
23.99305556,6.941111111,4.843,37,15145,1,1
0.633888889,3.9925,2.471415833,41,11682,1,1
23.24638889,8.913333333,3.259,32,10505,1,1
4.411111111,3.008333333,0.836,37,13709,1,1
1.460277778,0.734722222,0.847,38,12483,1,1
1.6875,9.545277778,11.526,38,12453,1,1
0.326944444,6.489166667,10.531,39,14721,1,1
5.958888889,1.058611111,4.038,48,10446,1,1
21.465,5.353888889,19.106,37,14315,1,1
1.808333333,5.667777778,32.265,46,12113,1,1
0.553055556,0.803611111,0.918,36,11517,1,1
0.217222222,9.930833333,1.555,40,10052,1,1
4.873333333,2.393055556,0.89,31,13289,1,1
23.65722222,9.087777778,3.278,38,14246,1,1
0.3925,9.773055556,11.477,37,11027,1,1
0.777777778,7.3025,9.201,37,13914,1,1
4.593611111,1.382777778,4.183,41,14056,1,1
1.682777778,9.071666667,8.486,33,12260,1,1
7.613055556,1.069722222,3.463,40,14554,1,1
8.832777778,3.433888889,9.871,52,10139,1,1
0.823333333,2.411666667,0.871,39,14679,1,1
0.655833333,3.439166667,13.861,25,14158,0,0
3.672222222,10.97388889,16.086,31,11799,1,1
6.062222222,3.200277778,2.875,32,15000,1,1
1.059166667,1.193055556,0.853,46,15232,1,1
5.703611111,0.863611111,1.242,35,14269,1,1
4.332222222,5.186388889,3.266,37,13156,1,1
1.847222222,6.736666667,6.97,28,14057,0,0
0.138888889,8.382777778,4.803,36,11094,1,1
1.672222222,6.49,13.121,35,10429,1,1
23.08694444,4.716666667,5.97,49,13422,1,1
1.262777778,5.968611111,10.026,40,11108,1,1
1.426944444,10.34305556,3.389,33,13364,1,1
1.281111111,7.218055556,2.728,52,14186,1,1
0.918611111,10.075,1.71,31,12220,1,1
0.157222222,7.856388889,7.712,27,10582,0,0
0.809166667,7.820277778,3.937,32,14975,1,1
1.702222222,8.961666667,17.933,39,10470,1,1
9.571111111,2.149722222,6.461,39,11958,1,1
3.25,3.618055556,2.062,33,10515,1,1
23.0975,10.04777778,6.402,38,14635,1,1
7.541666667,1.420555556,4.819,38,12462,1,1
10.93527778,1.670555556,10.699,49,15157,1,1
23.84694444,8.2425,7.022,42,12713,1,1
0.553888889,9.783611111,0.589,41,11448,1,1
0.064722222,8.134166667,0.816,39,11839,1,1
1.331666667,7.729444444,10.475,30,14634,1,1
23.5,5.83,16.93,52,11868,1,1
2.199444444,8.665,3.852,39,13770,1,1
1.540555556,9.505,3.844,23,13789,0,0
23.98611111,8.362777778,1.921,37,10541,1,1
0.273055556,7.563888889,3.495,44,10350,1,1
4.653888889,5.640833333,36.771,33,13522,1,1
1.593611111,2.183888889,2.187,23,15099,0,0
2.664444444,7.9475,18.137,41,13805,1,1
23.81222222,9.735833333,4.888,40,12912,1,1
11.98833333,2.417222222,9.773,41,13969,1,1
22.52944444,8.2575,16.844,34,14411,1,1
10.96666667,2.086388889,11.88,36,10401,1,1
7.064722222,0.586666667,0.972,32,12227,1,1
23.76861111,8.728333333,4.409,44,15071,1,1
0.773888889,10.10361111,5.364,49,14836,1,1
4.416111111,0.910555556,0.922,35,10790,1,1
10.59944444,1.933055556,5.455,42,14499,1,1
2.048055556,7.125277778,12.763,40,12094,1,1
23.64805556,4.076388889,4.218,39,14960,1,1
23.72888889,6.8075,3.179,38,14849,1,1
9.176666667,13.82,8.884,45,12578,1,1
8.917777778,1.246944444,3.334,37,13319,1,1
4.632777778,1.248888889,0.88,34,11021,1,1
23.5275,2.865555556,6.647,38,10082,1,1
7.336944444,1.548888889,0.808,30,13603,1,1
23.20833333,3.651111111,2.134,49,10788,1,1
2.783611111,1.604722222,0.803,40,11916,1,1
5.553333333,2.128888889,3.913,41,11998,1,1
1.211666667,6.856944444,7.191,33,11893,1,1
7.655833333,4.514444444,15.969,39,12715,1,1
2.748888889,1.289722222,1.845,24,10876,0,0
9.876944444,1.209166667,45.064,1,15238,0,0
3.353611111,2.505555556,2.739,30,12043,1,1
6.891666667,0.385277778,2.532,40,14369,1,1
0.197222222,8.863333333,4.349,38,12184,1,1
2.2175,6.907222222,19.873,36,10085,1,1
1.596111111,2.378333333,5.902,33,10694,1,1
2.283055556,11.09861111,2.135,36,12091,1,1
1.699722222,6.6225,15.737,33,11341,1,1
8.207777778,4.411388889,23.207,39,13596,1,1
2.546388889,5.726111111,8.765,31,14047,1,1
23.72222222,3.426111111,2.337,45,14882,1,1
1.187777778,7.565277778,9.493,34,12969,1,1
2.842222222,2.9075,3.412,36,12051,1,1
0.595833333,6.115833333,4.13,41,12804,1,1
10.10888889,23.29388889,50.764,35,15260,1,1
4.530277778,9.957222222,2.281,37,11737,1,1
1.241944444,7.392222222,10.723,41,11386,1,1
0.893888889,5.851666667,19.772,35,11359,1,1
7.510833333,4.041666667,14.089,33,11478,1,1
23.33194444,6.1125,3.727,31,14306,1,1
2.876111111,6.7575,6.428,42,10530,1,1
5.284444444,3.745833333,6.715,33,12253,1,1
23.87666667,9.3,0.991,35,14832,1,1
4.063055556,2.607222222,0.892,40,13128,1,1
10.3475,2.859166667,14.77,31,12169,1,1
1.5775,7.009444444,1.775,33,14117,1,1
3.725833333,6.929166667,39.879,34,13611,1,1
9.387222222,4.704722222,15.73,34,13105,1,1
1.026388889,2.762777778,12.121,44,13435,1,1
2.35,2.089722222,1.407,35,15239,1,1
0.486944444,8.161388889,7.03,31,12956,1,1
1.153888889,9.973333333,0.851,32,11731,1,1
4.344444444,0.986666667,0.838,41,11780,1,1
0.358333333,8.036111111,4.284,32,11132,1,1
0.525555556,2.534166667,0.851,40,10362,1,1
4.004444444,6.301944444,0.602,37,10851,1,1
23.56916667,5.008055556,33.452,30,10252,1,1
9.815277778,1.747222222,5.619,40,13967,1,1
2.268611111,6.214444444,12.713,48,13608,1,1
3.629444444,5.424166667,23.184,40,12209,1,1
3.493333333,4.638611111,7.752,34,13155,1,1
1.584166667,8.663888889,5.593,39,13344,1,1
0.489166667,9.559722222,8.794,36,13188,1,1
2.476944444,6.638055556,1.936,23,11840,0,0
1.493888889,10.39361111,22.629,38,12657,1,1
9.333611111,1.535833333,4.043,34,11984,1,1
2.665833333,1.125277778,0.794,36,10417,1,1
23.68527778,9.226666667,17.91,34,10726,1,1
1.669444444,2.229722222,0.892,39,12643,1,1
3.869166667,5.233333333,0.85,39,11304,1,1
1.96,2.525277778,11.888,49,14623,1,1
0.842222222,7.744444444,16.056,40,11070,1,1
2.284166667,2.266111111,15.552,8,10561,0,0
0.109444444,2.564722222,11.885,28,12750,0,0
6.1225,1.14,4.356,37,11054,1,1
0.981111111,2.3425,0.9,44,10292,1,1
23.40555556,9.211388889,7.024,33,10525,1,1
23.53388889,8.556944444,12.941,39,12199,1,1
21.56166667,5.074722222,17.433,27,10870,0,0
1.990833333,8.867777778,2.55,31,14389,1,1
2.826944444,5.996388889,26.572,38,10618,1,1
0.130555556,11.92611111,1.554,49,12539,1,1
10.31666667,3.147222222,10.477,48,11286,1,1
22.59777778,4.160277778,5.126,41,10827,1,1
0.36,7.278333333,42.937,34,12015,1,1
6.568888889,2.373333333,6.247,38,11474,1,1
5.544444444,1.208333333,0.840176944,41,11208,1,1
23.40416667,0.437777778,0.711,46,11623,1,1
1.943888889,3.228333333,7.893,36,12531,1,1
1.575277778,7.647222222,9.474,35,13983,1,1
23.82388889,8.653055556,0.86,20,14969,0,0
8.775,2.291111111,2.232,35,10971,1,1
12.12138889,1.239166667,1.358,37,12625,1,1
5.993888889,8.435277778,3.874,45,11460,1,1
0.681666667,0.735555556,0.872,40,11096,1,1
23.94055556,8.133055556,6.337,40,11921,1,1
0.914444444,6.160833333,6.746,44,10327,1,1
23.01222222,1.609166667,9.815,38,11787,1,1
3.221111111,4.598611111,1.095176225,35,11216,1,1
0.966388889,7.616666667,5.603,31,13169,1,1
1.587222222,8.151111111,8.258,36,11044,1,1
6.500277778,1.024444444,0.857,36,10654,1,1
1.006111111,3.490833333,4.999,39,13461,1,1
2.313055556,5.942777778,6.004,33,11215,1,1
1.088888889,2.141111111,7.882,31,15186,1,1
1.250555556,4.994166667,11.135,39,12689,1,1
2.448611111,6.593611111,1.698,33,14107,1,1
0.241388889,10.62888889,8.545,45,10589,1,1
0.823055556,8.377222222,2.679,34,13051,1,1
23.38083333,10.295,6.384,36,10577,1,1
23.64388889,8.672777778,0.925,38,12289,1,1
3.280833333,0.980833333,1.702,34,12809,1,1
0.201388889,8.4025,11.014,35,15270,1,1
1.066944444,7.185277778,41.754,30,10344,1,1
23.88083333,5.909722222,0.629,38,10057,1,1
8.668611111,1.257777778,0.912,32,11301,1,1
4.887777778,8.4725,2.016,34,10183,1,1
1.821944444,2.125833333,8.13,39,14263,1,1
0.735555556,9.679722222,5.632,31,12426,1,1
3.770555556,7.379166667,35.183,39,14886,1,1
4.108333333,3.4425,19.355,38,13488,1,1
23.78555556,8.457222222,11.433,30,15301,1,1
0.774444444,8.745,14.226,38,11619,1,1
0.693333333,6.931388889,3.789,33,14839,1,1
2.570277778,5.666666667,8.883,36,14198,1,1
0.357777778,8.389722222,3.403,34,11291,1,1
3.053888889,6.509722222,5.06,38,13030,1,1
3.798055556,11.71388889,2.086,38,12468,1,1
3.422222222,5.391388889,0.917,49,13570,1,1
23.6175,9.773055556,0.943,44,12825,1,1
4.120833333,3.498611111,8.406,34,14511,1,1
0.033611111,10.04972222,36.941,38,14050,1,1
0.515,2.718888889,13.654,40,13362,1,1
0.3375,10.65638889,1.414,35,14633,1,1
1.175,1.194444444,4.189,45,14759,1,1
12.80555556,13.92805556,11.782,31,14826,1,1
0.829166667,3.348333333,10.065,24,12057,0,0
3.126666667,2.215555556,13.271,33,10540,1,1
5.230833333,1.938611111,5.421,36,11710,1,1
2.143888889,3.83,6.032,9,11955,0,0
1.9975,0.588055556,1.45,35,15100,1,1
23.86222222,10.27111111,2.017,40,11506,1,1
23.75611111,11.70805556,1.841,37,13800,1,1
2.96,9.387222222,0.991,42,15124,1,1
1.486388889,2.358055556,7.869,33,14900,1,1
0.623055556,1.71,5.171,33,14994,1,1
0.627222222,7.933888889,9.333,31,15140,1,1
2.543611111,1.131944444,0.902,40,11996,1,1
1.3125,8.829444444,11.744,36,12845,1,1
0.743611111,3.588055556,0.972,42,11883,1,1
0.478055556,13.13666667,3.789,35,13971,1,1
9.533611111,2.246111111,4.853,37,12928,1,1
2.555277778,0.538611111,0.842,49,11045,1,1
0.923888889,1.118611111,5.495,34,13747,1,1
3.587777778,3.200833333,21.782,49,12235,1,1
1.975,2.731388889,0.964,39,11829,1,1
3.528611111,3.236111111,9.692,42,10400,1,1
6.280833333,1.941666667,0.857,39,14182,1,1
22.89111111,8.748333333,3.144,45,10631,1,1
21.48444444,11.39055556,3.555,41,15064,1,1
1.074444444,6.1575,5.461,34,10408,1,1
1.308333333,7.208055556,12.552,32,14408,1,1
22.155,10.47555556,17.745,43,12537,1,1
1.531666667,9.652777778,11.552,24,11725,1,1
23.85388889,9.155555556,16.438,38,11380,1,1
4.381944444,4.729722222,16.58,40,13636,1,1
2.824444444,7.127222222,6.57,38,13997,1,1
7.390833333,1.226666667,7.804,39,13360,1,1
0.916944444,11.36138889,6.152,39,15309,1,1
1.250555556,7.205833333,10.039,31,14297,1,1
6.064722222,3.103333333,2.406,36,11758,1,1
3.912777778,0.261666667,11.18,10,10916,0,0
9.999444444,22.57277778,39.504,13,10064,0,0
1.214722222,9.954722222,3.795,40,14159,1,1
23.68111111,8.886388889,16.032,38,12714,1,1
1.870277778,11.63138889,1.6,38,13555,1,1
5.455833333,2.616111111,17.732,46,13281,1,1
5.460833333,2.523055556,1.645,33,14016,1,1
4.876388889,1.660555556,5.535,8,10656,0,0
0.910555556,10.36611111,1.721,36,14489,1,1
6.818888889,0.822222222,0.8741425,49,10048,1,1
4.583611111,5.170555556,7.044,40,10347,1,1
10.57416667,1.833611111,5.688,31,14710,1,1
9.442222222,2.146944444,10.158,36,11523,1,1
2.599166667,2.445555556,16.131,39,13823,1,1
23.14416667,12.24583333,5.911,36,10386,1,1
1.4375,0.705833333,0.869,30,11037,1,1
3.684444444,4.795277778,0.864,35,13494,1,1
5.764722222,7.114444444,8.631,39,10739,1,1
23.61166667,8.576666667,10.988,37,12752,1,1
5.126388889,1.883611111,2.034,44,14903,1,1
21.57194444,5.118611111,18.44,52,13890,1,1
7.885277778,1.163611111,3.806,34,10047,1,1
9.301388889,1.595,7.908,34,11974,1,1
23.13388889,10.295,1.744,36,13550,1,1
22.72083333,8.916666667,5.238,21,10479,0,0
2.581388889,1.660555556,0.92,35,11773,1,1
8.650833333,3.804166667,1.399,16,14782,0,0
6.301111111,1.266388889,18.716,21,11751,0,0
0.786666667,10.18833333,8.365,24,11158,1,1
9.073888889,4.200277778,14.848,38,12305,1,1
0.380555556,5.955833333,11.599,48,12501,1,1
9.746111111,0.983611111,37.86,10,14647,0,0
23.94611111,8.547777778,19.869,45,11103,1,1
8.2425,2.526388889,7.892,6,13784,0,0
11.38055556,1.413055556,9.598,38,15084,1,1
2.638055556,1.844444444,0.745,38,10294,1,1
23.64138889,9.460833333,13.729,27,14944,0,0
2.236666667,3.096944444,5.879,37,13982,1,1
6.068611111,3.144722222,8.584,37,10745,1,1
5.234166667,3.791666667,6.588,36,12622,1,1
0.215833333,6.684722222,4.432,30,14475,1,1
3.890833333,6.374166667,0.917,38,14478,1,1
22.64611111,9.415,7.709,30,12128,1,1
1.434166667,9.996388889,44.298,37,14339,1,1
23.48027778,9.051388889,0.882,36,12027,1,1
6.01,3.320277778,0.864,30,14774,1,1
0.293055556,7.030833333,2.544,41,14471,1,1
0.318333333,4.007777778,4.417,38,11392,1,1
23.90888889,9.366666667,4.589,43,11700,1,1
7.101111111,1.07,0.931,41,13730,1,1
0.025277778,0.1925,0.665,39,13039,1,1
9.515555556,3.781111111,13.43,37,12378,1,1
0.302222222,8.348888889,10.971,40,11754,1,1
3.757777778,5.353888889,6.649,40,11492,1,1
0.683611111,8.093055556,10.496,30,14536,1,1
8.0175,0.295555556,1.825,31,14598,1,1
23.52638889,4.883055556,6.591,37,14483,1,1
22.65027778,5.057222222,0.873,30,12959,1,1
2.583888889,6.3825,7.902,42,10529,1,1
9.057222222,1.494444444,7.869,49,10776,1,1
10.0125,1.855277778,4.825,24,10269,0,0
0.835555556,1.969166667,12.078,33,10297,1,1
23.64305556,8.6825,1.47,33,14707,1,1
1.176111111,5.858333333,7.364,33,10242,1,1
2.833888889,5.816111111,6.462,52,10456,1,1
23.64055556,0.663333333,2.19,35,12143,1,1
1.042777778,9.3,9.482,44,12604,1,1
9.85,1.929722222,6.74,34,14255,1,1
3.397777778,3.5675,0.78,36,13374,1,1
0.509722222,9.548333333,16.751,37,14875,1,1
0.976666667,7.859444444,1.426,37,10514,1,1
9.386111111,13.6,11.873,42,13926,1,1
23.66833333,8.902777778,9.822,37,14227,1,1
7.384444444,2.720833333,4.618,44,15104,1,1
21.355,1.484444444,3.581,39,11313,1,1
23.92694444,7.553888889,25.291,40,13647,1,1
5.499444444,4.290277778,4.819,34,11011,1,1
2.0375,9.650277778,12.234,28,13123,0,0
1.506666667,3.467777778,7.895,34,13533,1,1
1.616111111,8.465,4.535,42,12736,1,1
0.581666667,9.136666667,11.084,40,14614,1,1
1.967777778,6.947777778,8.946,39,11093,1,1
5.6375,4.378611111,6.493,34,11794,1,1
1.584166667,8.636111111,12.323,34,12148,1,1
0.768611111,2.462777778,8.624,44,12337,1,1
4.085555556,0.875277778,0.949,33,10661,1,1
23.83444444,8.174722222,6.479,34,11514,1,1
3.771388889,1.024722222,3.972,33,14444,1,1
1.175833333,7.738888889,8.747,24,11667,1,1
0.945833333,5.489444444,9.86,42,15245,1,1
4.096666667,3.944444444,8.988,21,10480,0,0
10.62194444,1.518333333,10.018,41,14660,1,1
1.108055556,9.570833333,4.959,48,10970,1,1
4.9825,3.873888889,5.999,14,13418,0,0
10.26416667,0.499166667,1.268,41,15175,1,1
3.073055556,6.9975,11.213,42,13928,1,1
0.7775,5.057222222,0.928,30,14040,1,1
0.213055556,12.04777778,28.977,37,11654,1,1
6.735555556,1.893611111,2.352,31,14990,1,1
